PUBCHEM_SID,hERG inhibition (%) at 1uM,hERG inhibition (%) at 10uM,SMILES_unique_largest_fragment,SMILES_Original
51087828,11.5084,15.20008,Cc1cc(NC(=O)CSc2nc3CCSc3c(=O)n2C)no1,CN1C(=O)C2=C(CCS2)N=C1SCC(=O)NC1=NOC(C)=C1
51087827,11.2199,3.47008,O=C(Nc1c2CS(=O)(=O)Cc2nn1-c1ccccc1)c1ccc2OCOc2c1,O=C(NC1=C2CS(=O)(=O)CC2=NN1C1=CC=CC=C1)C1=CC2=C(OCO2)C=C1
51087826,16.538,23.88598,Fc1ccc(CNC(=O)CS(=O)(=O)c2cn(CC(=O)N3CCOCC3)c3ccccc23)cc1,FC1=CC=C(CNC(=O)CS(=O)(=O)C2=CN(CC(=O)N3CCOCC3)C3=CC=CC=C23)C=C1
51087825,11.3801,14.27168,FC(F)(F)c1ccccc1C(=O)Nc1c2CS(=O)(=O)Cc2nn1-c1ccccc1,FC(F)(F)C1=CC=CC=C1C(=O)NC1=C2CS(=O)(=O)CC2=NN1C1=CC=CC=C1
51087824,-18.9983,-62.04452,[O-][N+](=O)c1ccccc1C(=O)N1CCC2(CC1)CC(=O)c1ccccc1O2,[O-][N+](=O)C1=CC=CC=C1C(=O)N1CCC2(CC1)CC(=O)C1=CC=CC=C1O2
51087823,5.32779999999999,6.63248,COc1cccc(OCC(=O)Nc2c3CS(=O)(=O)Cc3nn2-c2ccc(F)cc2)c1,COC1=CC(OCC(=O)NC2=C3CS(=O)(=O)CC3=NN2C2=CC=C(F)C=C2)=CC=C1
51087822,6.16329999999999,1.80168,CCOc1ccc(CC(=O)Nc2c3CS(=O)(=O)Cc3nn2C(C)(C)C)cc1,CCOC1=CC=C(CC(=O)NC2=C3CS(=O)(=O)CC3=NN2C(C)(C)C)C=C1
51087821,10.9798,22.19228,Cn1c(SCC(=O)NCC2CCCO2)nc2CCSc2c1=O,CN1C(=O)C2=C(CCS2)N=C1SCC(=O)NCC1CCCO1
51087820,12.9078,4.84228,CCOc1ccc(cc1)C(=O)Nc1c2CS(=O)(=O)Cc2nn1-c1ccccc1,CCOC1=CC=C(C=C1)C(=O)NC1=C2CS(=O)(=O)CC2=NN1C1=CC=CC=C1
51087819,3.98729999999999,-22.80202,Oc1nc2sccn2c(=O)c1C(=O)NC1CCCCCC1,OC1=C(C(=O)NC2CCCCCC2)C(=O)N2C=CSC2=N1
51087818,13.643,-6.73831999999999,Cc1ccc(cc1C)N1CC(CC1=O)NS(=O)(=O)c1cc(F)ccc1F,CC1=C(C)C=C(C=C1)N1CC(CC1=O)NS(=O)(=O)C1=C(F)C=CC(F)=C1
51087817,-13.6565,-14.71302,COC(=O)CSc1nnc(NC(=O)c2ccc3OCOc3c2)s1,COC(=O)CSC1=NN=C(NC(=O)C2=CC3=C(OCO3)C=C2)S1
51087816,0.778899999999993,-19.58902,CCc1nc(SCC(=O)N2CCCCCC2)c2c(n1)n(C)c(=O)n(C)c2=O,CCC1=NC2=C(C(=O)N(C)C(=O)N2C)C(SCC(=O)N2CCCCCC2)=N1
51087815,10.805,8.00198,CC1Cc2nc(SCC(=O)N3CCOCC3)n(C)c(=O)c2S1,CC1CC2=C(S1)C(=O)N(C)C(SCC(=O)N1CCOCC1)=N2
51087814,13.6024,6.73388,Cc1ccc(Cl)c2sc(NC(=O)C3=COCCO3)nc12,CC1=C2N=C(NC(=O)C3=COCCO3)SC2=C(Cl)C=C1
51087813,7.0244,-36.58982,CCN1CCc2c(C1)sc(NC(=O)c1ccc(cc1)S(=O)(=O)N1CCCCCC1)c2C(=O)NC,CCN1CCC2=C(C1)SC(NC(=O)C1=CC=C(C=C1)S(=O)(=O)N1CCCCCC1)=C2C(=O)NC
51087812,14.4929,16.48238,CCCN1CCc2c(C1)sc(NC(=O)c1ccc(cc1)S(=O)(=O)N(C)c1ccccc1)c2C(N)=O,CCCN1CCC2=C(C1)SC(NC(=O)C1=CC=C(C=C1)S(=O)(=O)N(C)C1=CC=CC=C1)=C2C(N)=O
51087811,6.6759,-1.38452,CCS(=O)(=O)Nc1ccc(cc1)C1=NN(C(C1)c1cccs1)C(=O)c1ccco1,CCS(=O)(=O)NC1=CC=C(C=C1)C1=NN(C(C1)C1=CC=CS1)C(=O)C1=CC=CO1
51087810,5.0697,-16.27242,Cc1ccc(cc1C)C(=O)Nc1nnc(o1)C1=COCCO1,CC1=C(C)C=C(C=C1)C(=O)NC1=NN=C(O1)C1=COCCO1
51087809,12.114,6.74018,COc1ccc(cc1)-n1ccnc1SCC(=O)Nc1cc(C)on1,COC1=CC=C(C=C1)N1C=CN=C1SCC(=O)NC1=NOC(C)=C1
51087808,12.7951,-0.989519999999999,CC1(C)Cc2c(sc(NC(=O)c3ccc(cc3)S(=O)(=O)N3CCCCCC3)c2C(N)=O)C(C)(C)N1,CC1(C)CC2=C(SC(NC(=O)C3=CC=C(C=C3)S(=O)(=O)N3CCCCCC3)=C2C(N)=O)C(C)(C)N1
51087807,8.01249999999999,-6.82162,CC(C)N1CCc2c(C1)sc(NC(=O)c1ccco1)c2C(N)=O,Cl.CC(C)N1CCC2=C(C1)SC(NC(=O)C1=CC=CO1)=C2C(N)=O
51087806,10.9932,-0.173319999999997,CCOC(=O)N1CCN(CC1)S(=O)(=O)c1ccc(cc1)C(=O)Nc1sc2CN(C)CCc2c1C(=O)OC,Cl.CCOC(=O)N1CCN(CC1)S(=O)(=O)C1=CC=C(C=C1)C(=O)NC1=C(C(=O)OC)C2=C(CN(C)CC2)S1
51087805,13.6877,6.21328,CN1C(=O)c2ccc(NC(=O)C3CC3)cc2C1=O,CN1C(=O)C2=C(C=C(NC(=O)C3CC3)C=C2)C1=O
51087804,7.9943,8.22608,Clc1ccc(s1)C(=O)Nc1nnc(o1)-c1ccco1,ClC1=CC=C(S1)C(=O)NC1=NN=C(O1)C1=CC=CO1
51087803,12.4072,4.13348,FC(F)(F)c1cccc(c1)C(=O)Nc1nnc(o1)C1=COCCO1,FC(F)(F)C1=CC=CC(=C1)C(=O)NC1=NN=C(O1)C1=COCCO1
51087802,14.1771,7.43858,O=C(Nc1nnc(o1)C1CC1)c1ccc(cc1)S(=O)(=O)N1CCCCC1,O=C(NC1=NN=C(O1)C1CC1)C1=CC=C(C=C1)S(=O)(=O)N1CCCCC1
51087800,-6.9009,-65.78802,CC1(C)Cc2c(sc(NC(=O)c3ccc(cc3)S(=O)(=O)N3CCCCCC3)c2C#N)C(C)(C)N1,CC1(C)CC2=C(SC(NC(=O)C3=CC=C(C=C3)S(=O)(=O)N3CCCCCC3)=C2C#N)C(C)(C)N1
51087799,0.182999999999996,-17.03242,CN1CCc2c(C1)sc(NC(=O)c1ccco1)c2C(N)=O,Cl.CN1CCC2=C(C1)SC(NC(=O)C1=CC=CO1)=C2C(N)=O
51087798,10.1497,4.58828,COCCn1c2ccccc2sc1=NC(=O)CSCC(=O)N1CCOCC1,COCCN1C(SC2=CC=CC=C12)=NC(=O)CSCC(=O)N1CCOCC1
51087797,18.9484,19.99198,COc1ccc(cc1OC)C(=O)Nc1nnc(o1)C1=COCCO1,COC1=C(OC)C=C(C=C1)C(=O)NC1=NN=C(O1)C1=COCCO1
51087796,10.9201,4.10418,Cc1cc(NC(=O)CS(=O)(=O)c2c[nH]c3ccccc23)no1,CC1=CC(NC(=O)CS(=O)(=O)C2=CNC3=CC=CC=C23)=NO1
51087795,9.51989999999999,-3.91622,CNC(=O)c1c(NC(=O)c2ccc(cc2)S(=O)(=O)N2CCCCC2C)sc2CN(C)CCc12,CNC(=O)C1=C(NC(=O)C2=CC=C(C=C2)S(=O)(=O)N2CCCCC2C)SC2=C1CCN(C)C2
51087794,12.1428,14.64768,CCOC(=O)N1CCN(CC1)S(=O)(=O)c1ccc(cc1)C(=O)Nc1sc2c(CC(C)(C)NC2(C)C)c1C#N,CCOC(=O)N1CCN(CC1)S(=O)(=O)C1=CC=C(C=C1)C(=O)NC1=C(C#N)C2=C(S1)C(C)(C)NC(C)(C)C2
51087793,-1.95180000000001,-23.77332,COc1ccc(cc1)S(=O)(=O)N1CCC2(CC1)OCCN2S(=O)(=O)c1cccs1,COC1=CC=C(C=C1)S(=O)(=O)N1CCC2(CC1)OCCN2S(=O)(=O)C1=CC=CS1
51087792,7.5473,-12.32402,COc1ccc(OC)c(c1)S(=O)(=O)N1CCC2(CC1)OCCN2S(=O)(=O)c1ccccc1,COC1=CC(=C(OC)C=C1)S(=O)(=O)N1CCC2(CC1)OCCN2S(=O)(=O)C1=CC=CC=C1
51087791,4.9626,8.88798,COc1ccc(cc1)S(=O)(=O)N1CCOC11CCN(CC1)S(=O)(=O)c1cc(C)ccc1C,COC1=CC=C(C=C1)S(=O)(=O)N1CCOC11CCN(CC1)S(=O)(=O)C1=C(C)C=CC(C)=C1
51087790,10.4417,-2.75772,COc1ccc(cc1)S(=O)(=O)N1CCOC11CCN(CC1)S(=O)(=O)c1cc(F)ccc1F,COC1=CC=C(C=C1)S(=O)(=O)N1CCOC11CCN(CC1)S(=O)(=O)C1=C(F)C=CC(F)=C1
51087789,-4.07330000000001,-20.20972,COc1ccc(CCNS(=O)(=O)c2cc3CCN4c3c(CCC4=O)c2)cc1,COC1=CC=C(CCNS(=O)(=O)C2=CC3=C4N(CC3)C(=O)CCC4=C2)C=C1
51087787,10.1038,14.54548,O=C1CCc2cc(cc3CCN1c23)S(=O)(=O)N1CCCCC1,O=C1CCC2=CC(=CC3=C2N1CC3)S(=O)(=O)N1CCCCC1
51087786,-0.938100000000006,-13.53742,Brc1ccc(cc1)S(=O)(=O)Nc1cc2CCN3c2c(CCC3=O)c1,BrC1=CC=C(C=C1)S(=O)(=O)NC1=CC2=C3N(CC2)C(=O)CCC3=C1
51087785,4.48049999999999,-17.17652,CC(C)CCNC(=O)C(=O)N1CCC2(CC1)OCCN2S(=O)(=O)c1ccc(C)cc1,CC(C)CCNC(=O)C(=O)N1CCC2(CC1)OCCN2S(=O)(=O)C1=CC=C(C)C=C1
51087781,5.08859999999999,-1.22522,Fc1ccc(cc1)N1CCN(CC1)S(=O)(=O)c1cc2CCN3c2c(CCC3=O)c1,FC1=CC=C(C=C1)N1CCN(CC1)S(=O)(=O)C1=CC2=C3N(CC2)C(=O)CCC3=C1
51087780,-12.2444,-61.97492,COc1ccc(cc1)S(=O)(=O)N1CCOC11CCN(CC1)S(=O)(=O)c1ccc(cc1)[N+]([O-])=O,COC1=CC=C(C=C1)S(=O)(=O)N1CCOC11CCN(CC1)S(=O)(=O)C1=CC=C(C=C1)[N+]([O-])=O
51087779,5.2543,4.70798,COc1ccc(cc1)S(=O)(=O)N1CCOC11CCN(CC1)S(C)(=O)=O,COC1=CC=C(C=C1)S(=O)(=O)N1CCOC11CCN(CC1)S(C)(=O)=O
51087778,11.3977,4.12318,COc1ccccc1CCNS(=O)(=O)c1cc2CCN3c2c(CCC3=O)c1,COC1=CC=CC=C1CCNS(=O)(=O)C1=CC2=C3N(CC2)C(=O)CCC3=C1
51087777,-2.0105,-40.95682,Clc1ccc(CNS(=O)(=O)c2cc3CCN4c3c(CCC4=O)c2)cc1,ClC1=CC=C(CNS(=O)(=O)C2=CC3=C4N(CC3)C(=O)CCC4=C2)C=C1
51087776,-0.278600000000004,-16.77232,COc1ccc(C)cc1S(=O)(=O)Nc1cc2CCN3c2c(CCC3=O)c1,COC1=C(C=C(C)C=C1)S(=O)(=O)NC1=CC2=C3N(CC2)C(=O)CCC3=C1
51087775,-0.222500000000004,-21.16312,Fc1ccc(cc1)S(=O)(=O)Nc1cc2CCN3c2c(CCC3=O)c1,FC1=CC=C(C=C1)S(=O)(=O)NC1=CC2=C3N(CC2)C(=O)CCC3=C1
51087774,10.1544,0.906780000000001,COc1ccc(cc1OC)S(=O)(=O)N1CCC2(CC1)OCCN2S(=O)(=O)c1ccccc1,COC1=C(OC)C=C(C=C1)S(=O)(=O)N1CCC2(CC1)OCCN2S(=O)(=O)C1=CC=CC=C1
51087773,-6.92600000000001,-12.70432,CN(C)CCN(C(=O)c1ccc(cc1)S(=O)(=O)N1CCc2ccccc12)c1nc2ccc(F)cc2s1,Cl.CN(C)CCN(C(=O)C1=CC=C(C=C1)S(=O)(=O)N1CCC2=CC=CC=C12)C1=NC2=C(S1)C=C(F)C=C2
51087772,3.93519999999999,-3.06392,Cc1ccc(cc1)S(=O)(=O)N1CCOC11CCN(CC1)S(=O)(=O)c1c(C)cc(C)cc1C,CC1=CC=C(C=C1)S(=O)(=O)N1CCOC11CCN(CC1)S(=O)(=O)C1=C(C)C=C(C)C=C1C
51087771,-6.3245,-29.40062,Cc1ccc(CNS(=O)(=O)c2cc3CCN4c3c(CCC4=O)c2)cc1,CC1=CC=C(CNS(=O)(=O)C2=CC3=C4N(CC3)C(=O)CCC4=C2)C=C1
51087770,11.7584,-1.06562,Fc1ccc(F)c(c1)S(=O)(=O)Nc1cc2CCN3c2c(CCC3=O)c1,FC1=CC(=C(F)C=C1)S(=O)(=O)NC1=CC2=C3N(CC2)C(=O)CCC3=C1
51087769,4.2959,-16.47942,COc1ccc(C)cc1S(=O)(=O)N1CCC2(CC1)OCCN2S(=O)(=O)c1cccs1,COC1=C(C=C(C)C=C1)S(=O)(=O)N1CCC2(CC1)OCCN2S(=O)(=O)C1=CC=CS1
51087767,-3.9419,-10.19132,O=S(=O)(N1CCOC11CCN(CC1)S(=O)(=O)c1cccs1)c1ccccc1,O=S(=O)(N1CCOC11CCN(CC1)S(=O)(=O)C1=CC=CS1)C1=CC=CC=C1
51087765,12.5305,5.79368,CCOC(=O)N1CCN(CC1)C(=O)CCN1C(=O)c2ccccc2S1(=O)=O,CCOC(=O)N1CCN(CC1)C(=O)CCN1C(=O)C2=CC=CC=C2S1(=O)=O
51087764,22.1816,9.70538,O=C(Nc1sccc1C#N)C1CCCN1S(=O)(=O)c1cccs1,O=C(NC1=C(C=CS1)C#N)C1CCCN1S(=O)(=O)C1=CC=CS1
51087763,0.629299999999994,-55.11522,CNC(=O)c1ccsc1NC(=O)C1CCN(CC1)S(=O)(=O)c1cccs1,CNC(=O)C1=C(NC(=O)C2CCN(CC2)S(=O)(=O)C2=CC=CS2)SC=C1
51087762,-2.0943,-61.29002,CCCN1CCc2c(C1)sc(NC(=O)C1CCN(CC1)S(=O)(=O)c1cccs1)c2C(N)=O,Cl.CCCN1CCC2=C(C1)SC(NC(=O)C1CCN(CC1)S(=O)(=O)C1=CC=CS1)=C2C(N)=O
51087760,7.4709,-7.48332,CCN1CCN(CC1)C(=O)CN1C(=O)c2ccccc2S1(=O)=O,Cl.CCN1CCN(CC1)C(=O)CN1C(=O)C2=CC=CC=C2S1(=O)=O
51087759,1.62579999999999,5.58558,O=C(CN1C(=O)c2ccccc2S1(=O)=O)Nc1ncccn1,O=C(CN1C(=O)C2=CC=CC=C2S1(=O)=O)NC1=NC=CC=N1
51087758,3.60189999999999,-3.97461999999999,CCN(Cc1ccccc1)C(=O)CN1C(=O)c2ccccc2S1(=O)=O,CCN(CC1=CC=CC=C1)C(=O)CN1C(=O)C2=CC=CC=C2S1(=O)=O
51087757,4.1547,-52.43112,NC(=O)c1ccsc1NC(=O)C1CCN(CC1)S(=O)(=O)c1cccs1,NC(=O)C1=C(NC(=O)C2CCN(CC2)S(=O)(=O)C2=CC=CS2)SC=C1
51087756,-4.56130000000001,-30.75592,CN1CCc2c(C1)sc(NC(=O)C1CCN(CC1)S(=O)(=O)c1cccs1)c2C(N)=O,Cl.CN1CCC2=C(C1)SC(NC(=O)C1CCN(CC1)S(=O)(=O)C1=CC=CS1)=C2C(N)=O
51087754,17.1425,6.70278,Cc1cccc(NC(=O)CN2C(=O)c3ccccc3S2(=O)=O)n1,CC1=NC(NC(=O)CN2C(=O)C3=CC=CC=C3S2(=O)=O)=CC=C1
51087753,-3.31470000000001,-14.82292,CCN(C1CCCCC1)C(=O)CN1C(=O)c2ccccc2S1(=O)=O,CCN(C1CCCCC1)C(=O)CN1C(=O)C2=CC=CC=C2S1(=O)=O
51087752,5.2834,1.38778,Cc1cc2nc(sc2cc1C)N1CCN(CC1)C(=O)c1cccs1,CC1=CC2=C(C=C1C)N=C(S2)N1CCN(CC1)C(=O)C1=CC=CS1
51087751,16.0108,-18.05802,COc1ccc(cc1NC(=O)C1CCCN1S(=O)(=O)c1cccs1)[N+]([O-])=O,COC1=C(NC(=O)C2CCCN2S(=O)(=O)C2=CC=CS2)C=C(C=C1)[N+]([O-])=O
51087750,-5.9082,-0.0125199999999985,CC(=O)Nc1cccc(NC(=O)CSc2nc(=O)n(Cc3ccncc3)c3CCCc23)c1,CC(=O)NC1=CC(NC(=O)CSC2=NC(=O)N(CC3=CC=NC=C3)C3=C2CCC3)=CC=C1
51087749,19.47772,12.60518,Cc1cc(C)c(NC(=O)CCN2C(=O)c3ccccc3S2(=O)=O)c(C)c1,CC1=CC(C)=C(NC(=O)CCN2C(=O)C3=CC=CC=C3S2(=O)=O)C(C)=C1
51087748,-3.3796,-15.55022,COc1ccc(CNC(=O)CCN2C(=O)c3ccccc3S2(=O)=O)cc1,COC1=CC=C(CNC(=O)CCN2C(=O)C3=CC=CC=C3S2(=O)=O)C=C1
51087746,-2.41340000000001,-27.97832,Fc1ccc2nc(sc2c1)N(CCCN1CCOCC1)C(=O)CCS(=O)(=O)c1ccccc1,Cl.FC1=CC2=C(C=C1)N=C(S2)N(CCCN1CCOCC1)C(=O)CCS(=O)(=O)C1=CC=CC=C1
51087745,8.1768,5.95818,CSc1cccc2sc(NC(=O)C3=COCCO3)nc12,CSC1=CC=CC2=C1N=C(NC(=O)C1=COCCO1)S2
51087744,-3.6326,-29.43452,CC(=O)N1CCc2c(C1)sc(NC(=O)C1CCN(CC1)S(=O)(=O)c1cccs1)c2C(N)=O,CC(=O)N1CCC2=C(C1)SC(NC(=O)C1CCN(CC1)S(=O)(=O)C1=CC=CS1)=C2C(N)=O
51087743,17.3433,-15.18332,CC(=O)c1cccc(NC(=O)CSc2nc(=O)n(Cc3ccccn3)c3CCCc23)c1,CC(=O)C1=CC(NC(=O)CSC2=NC(=O)N(CC3=CC=CC=N3)C3=C2CCC3)=CC=C1
51087742,9.8201,1.84788,CC(C)(C)c1ccc(cc1)C(=O)NCc1nnc(SCC(=O)NC2CCCC2)o1,CC(C)(C)C1=CC=C(C=C1)C(=O)NCC1=NN=C(O1)SCC(=O)NC1CCCC1
51087741,16.1631,13.37038,O=C(CSc1nnc(CNC(=O)c2ccccc2)o1)Nc1nccs1,O=C(CSC1=NN=C(CNC(=O)C2=CC=CC=C2)O1)NC1=NC=CS1
51087740,14.0674,14.70778,COCCSc1nc(N)c(NC(=O)c2ccco2)c(=O)[nH]1,COCCSC1=NC(N)=C(NC(=O)C2=CC=CO2)C(=O)N1
51087739,2.17329999999999,-4.50352,Cc1ccc(cc1C)N1CC(CC1=O)C(=O)Nc1c2CS(=O)(=O)Cc2nn1C(C)(C)C,CC1=C(C)C=C(C=C1)N1CC(CC1=O)C(=O)NC1=C2CS(=O)(=O)CC2=NN1C(C)(C)C
51087738,3.73449999999999,3.73788,Cc1cc(NC(=O)CSc2nnc(CNC(=O)c3ccc(F)cc3)o2)no1,CC1=CC(NC(=O)CSC2=NN=C(CNC(=O)C3=CC=C(F)C=C3)O2)=NO1
51087737,12.0099,12.27878,Fc1ccc(cc1)C(=O)NCc1nnc(SCC(=O)Nc2ccc3OCOc3c2)o1,FC1=CC=C(C=C1)C(=O)NCC1=NN=C(O1)SCC(=O)NC1=CC2=C(OCO2)C=C1
51087736,10.2644,5.14828,O=C(CSc1nnc(CNC(=O)c2ccccc2)o1)NCCc1ccccc1,O=C(CSC1=NN=C(CNC(=O)C2=CC=CC=C2)O1)NCCC1=CC=CC=C1
51087735,14.0689,13.28378,C=CCn1c(SCC(=O)N2CCN(CC2)c2ccccc2)nc2c3ccccc3[nH]c2c1=O,C=CCN1C(=O)C2=C(N=C1SCC(=O)N1CCN(CC1)C1=CC=CC=C1)C1=CC=CC=C1N2
51087734,-0.593000000000004,-19.83962,COCCn1c(SCC(=O)N2CCC(C)CC2)nc2c3ccccc3[nH]c2c1=O,COCCN1C(=O)C2=C(N=C1SCC(=O)N1CCC(C)CC1)C1=CC=CC=C1N2
51087733,2.1285,-15.28072,COc1ccc(C)cc1-n1c(SCC(=O)NCC2CCCO2)nc2c3ccccc3[nH]c2c1=O,COC1=C(C=C(C)C=C1)N1C(=O)C2=C(N=C1SCC(=O)NCC1CCCO1)C1=CC=CC=C1N2
51087731,10.8877,8.97388,Cc1cc(NC(=O)CSc2nc(=O)cc(N)n2-c2ccc(C)c(C)c2)no1,CC1=CC(NC(=O)CSC2=NC(=O)C=C(N)N2C2=CC(C)=C(C)C=C2)=NO1
51087730,5.20209999999999,12.23698,Cc1ccc(cc1C)-n1ncc2c(NNC(=O)c3ccco3)ncnc12,CC1=C(C)C=C(C=C1)N1N=CC2=C1N=CN=C2NNC(=O)C1=CC=CO1
51087729,9.2743,-7.00162,CC(C)(Cc1ccccc1)NC(=O)C(=O)c1cn(CC(=O)N2CCOCC2)c2ccccc12,CC(C)(CC1=CC=CC=C1)NC(=O)C(=O)C1=CN(CC(=O)N2CCOCC2)C2=CC=CC=C12
51087728,15.5027,15.13248,CCN1CCN(CC1)C(=O)C(=O)c1cn(CC(=O)N2CCCC2)c2ccccc12,CCN1CCN(CC1)C(=O)C(=O)C1=CN(CC(=O)N2CCCC2)C2=CC=CC=C12
51087727,8.9997,-7.23512,COc1cccc(c1)-c1ccc(SCC(=O)NC2CCCC2)nn1,COC1=CC=CC(=C1)C1=NN=C(SCC(=O)NC2CCCC2)C=C1
51087725,10.7363,-7.50432,COc1ccccc1CCNC(=O)C(=O)c1cn(CC(=O)N2CCCC2)c2ccccc12,COC1=CC=CC=C1CCNC(=O)C(=O)C1=CN(CC(=O)N2CCCC2)C2=CC=CC=C12
51087724,12.8761,18.74648,CN1CCN(CC1)C(=O)C(=O)c1cn(CC(=O)N2CCCC2)c2ccccc12,CN1CCN(CC1)C(=O)C(=O)C1=CN(CC(=O)N2CCCC2)C2=CC=CC=C12
51087723,19.48343,25.14258,O=C(NCC(N1CCOCC1)c1ccco1)c1ccccc1,O=C(NCC(N1CCOCC1)C1=CC=CO1)C1=CC=CC=C1
51087722,11.506,6.31008,COc1ccccc1NC(=O)CSc1nc2[nH]ncc2c(=O)[nH]1,COC1=CC=CC=C1NC(=O)CSC1=NC2=C(C=NN2)C(=O)N1
51087721,17.0067,13.71378,Cc1ccc(NC(=O)c2cnc(SCC(=O)c3ccccc3)n(C)c2=O)cc1,CN1C(SCC(=O)C2=CC=CC=C2)=NC=C(C(=O)NC2=CC=C(C)C=C2)C1=O
51087720,17.0884,18.51908,COc1ccc(cc1)N1CCN(CC1)C(CNC(=O)c1cccs1)c1ccco1,COC1=CC=C(C=C1)N1CCN(CC1)C(CNC(=O)C1=CC=CS1)C1=CC=CO1
51087718,19.86533,24.87338,COc1ccc(cc1OC)C(=O)NCC(N1CCOCC1)c1ccco1,COC1=C(OC)C=C(C=C1)C(=O)NCC(N1CCOCC1)C1=CC=CO1
51087717,0.429399999999994,-5.14742,COc1ccccc1NC(=O)c1cnc(SCC(=O)NCCc2ccccc2)n(C)c1=O,COC1=CC=CC=C1NC(=O)C1=CN=C(SCC(=O)NCCC2=CC=CC=C2)N(C)C1=O
51087716,18.9783,18.53138,Fc1ccccc1N1CCN(CC1)C(CNC(=O)C(=O)NC1CCCCC1)c1ccco1,FC1=CC=CC=C1N1CCN(CC1)C(CNC(=O)C(=O)NC1CCCCC1)C1=CC=CO1
51087715,13.3019,13.60588,Fc1ccc(NC(=O)CSc2nc3[nH]ncc3c(=O)[nH]2)cc1,FC1=CC=C(NC(=O)CSC2=NC3=C(C=NN3)C(=O)N2)C=C1
51087714,-10.8495,-66.95212,COc1ccc(cc1)N1CCN(CC1)C(CNC(=O)COc1ccccc1)c1ccco1,COC1=CC=C(C=C1)N1CCN(CC1)C(CNC(=O)COC1=CC=CC=C1)C1=CC=CO1
51087713,5.2187,-2.40072,Fc1ccccc1N1CCN(CC1)C(CNC(=O)C(=O)NC1CCCC1)c1ccco1,FC1=CC=CC=C1N1CCN(CC1)C(CNC(=O)C(=O)NC1CCCC1)C1=CC=CO1
51087712,4.7018,3.40498,O=C(NCC(N1CCN(CC1)c1ccccc1)c1ccco1)C(=O)NC1CC1,O=C(NCC(N1CCN(CC1)C1=CC=CC=C1)C1=CC=CO1)C(=O)NC1CC1
51087711,17.1977,13.59718,CC(=O)c1ccc(NC(=O)CSc2nc3[nH]ncc3c(=O)[nH]2)cc1,CC(=O)C1=CC=C(NC(=O)CSC2=NC3=C(C=NN3)C(=O)N2)C=C1
51087710,13.8534,7.73688,COc1ccc(NC(=O)CSc2nc3[nH]ncc3c(=O)[nH]2)cc1OC,COC1=C(OC)C=C(NC(=O)CSC2=NC3=C(C=NN3)C(=O)N2)C=C1
51087709,-3.7683,-60.04822,COc1ccccc1NC(=O)COc1coc(CN2CCN(CC2)c2ccccc2)cc1=O,COC1=CC=CC=C1NC(=O)COC1=COC(CN2CCN(CC2)C2=CC=CC=C2)=CC1=O
51087706,8.1508,6.67018,COC(=O)c1ccsc1NC(=O)CCS(=O)(=O)c1ccc(Cl)cc1,COC(=O)C1=C(NC(=O)CCS(=O)(=O)C2=CC=C(Cl)C=C2)SC=C1
51087705,10.2536,2.54428,CC(=O)N1CCc2c(C1)sc(NC(=O)CCS(=O)(=O)c1ccc(C)cc1)c2C(N)=O,CC(=O)N1CCC2=C(C1)SC(NC(=O)CCS(=O)(=O)C1=CC=C(C)C=C1)=C2C(N)=O
51087704,1.6205,-11.16362,COc1cccc(NC(=O)NC2CN(C(=O)C2)c2ccc3OCCOc3c2)c1,COC1=CC=CC(NC(=O)NC2CN(C(=O)C2)C2=CC3=C(OCCO3)C=C2)=C1
51087703,13.8368,3.74618,Brc1ccc(cc1)-c1nnc(NC(=O)c2ccco2)o1,BrC1=CC=C(C=C1)C1=NN=C(NC(=O)C2=CC=CO2)O1
51087702,-3.30890000000001,-17.33532,CC(=O)c1ccc(NC(=O)CSc2nc3c(C)cccn3c(=O)n2)cc1,CC(=O)C1=CC=C(NC(=O)CSC2=NC(=O)N3C=CC=C(C)C3=N2)C=C1
51087701,15.1506,-15.41922,Cc1ccn2c(c1)nc(SCC(=O)OCc1ccccc1)nc2=O,CC1=CC2=NC(SCC(=O)OCC3=CC=CC=C3)=NC(=O)N2C=C1
51087700,3.35189999999999,-15.35152,Cc1ccc2nc(SCC(=O)Nc3ccc(Cl)cc3)nc(=O)n2c1,CC1=CN2C(=O)N=C(SCC(=O)NC3=CC=C(Cl)C=C3)N=C2C=C1
51087699,19.38367,15.97378,Cc1ccc2nc(SCC(=O)Nc3ccc4OCOc4c3)nc(=O)n2c1,CC1=CN2C(=O)N=C(SCC(=O)NC3=CC4=C(OCO4)C=C3)N=C2C=C1
51087698,4.3769,-11.35402,Cc1ccc(NC(=O)CSc2nc3ccc(C)cn3c(=O)n2)c(C)c1,CC1=CN2C(=O)N=C(SCC(=O)NC3=C(C)C=C(C)C=C3)N=C2C=C1
51087697,2.0522,-39.50892,CC1CCN(CC1)C(=O)CSc1nc2c(C)cccn2c(=O)n1,CC1CCN(CC1)C(=O)CSC1=NC(=O)N2C=CC=C(C)C2=N1
51087696,9.2568,0.120280000000001,Cc1ccn2c(c1)nc(SCC(=O)NCc1ccccc1)nc2=O,CC1=CC2=NC(SCC(=O)NCC3=CC=CC=C3)=NC(=O)N2C=C1
51087695,9.15499999999999,-2.53652,Cc1ccc2nc(SCC(=O)Nc3cccc(Cl)c3)nc(=O)n2c1,CC1=CN2C(=O)N=C(SCC(=O)NC3=CC(Cl)=CC=C3)N=C2C=C1
